Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Reactions,Comments,Shares,Ow.ly Clicks
2017-11-22 06:22:48,Eyewatch - Latrobe Police Service Area,131624007022562_791957267655896,https://www.facebook.com/eyewatchlatrobe/posts/791957267655896,Status,"BURGLARY IN TRARALGON  Between 5:00PM – 9:00PM on Friday the 17th of November, a burglary occurred at a home on Kay Street, Traralgon where offenders stole a large amount of jewellery and electronics.  If anyone has any information in regards to the persons involved, or the whereabouts of the jewellery, please contact S/C VAN GELDEREN at Latrobe CIU on 51315000 Crime Stoppers on 1800 333 000 or via confidential report at www.crimestoppers.com.au",,9,14,14,
2017-11-22 06:27:11,Eyewatch - Greater Shepparton Police Service Area,349554451900294_710248985830837,https://www.facebook.com/eyewatchgreatershepparton/posts/710248985830837,Photo,"LET'S SAY NO TO VIOLENCE  Our Family Violence Advisor; Sergeant Thelma Bull, out and about for the 16 days of activism launch incorporating White Ribbon Day.   ## Shirts are being given away to the first 200 participants in the Shepparton ParkRun THIS Saturday!  But must pre-register on the ParkRun website.",,47,12,0,
2017-11-22 06:41:31,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1513355765422650,https://www.facebook.com/eyewatchgreaterdandenong/posts/1513355765422650,Photo,A story about policing that members of the community don’t often get to see but still an important one!   vp40485,,37,0,0,
2017-11-22 08:56:37,Eyewatch - Wyndham Police Service Area,134404370080550_768057650048549,https://www.facebook.com/eyewatchwyndham/posts/768057650048549,Status,"Afternoon shift log: Tuesday 21st November 2017 Callsign: Wyndham North 303 Patrol Crew: Senior Constable Frank & Probationary Constable Daniel.  Covering the city of Wyndham: 225,000 people, 541 sq km.  1430: Arrive at work, grab equipment, checked equipment, prepare shift, reading latest intel, emails, chasing up a few loose ends from previous shifts.  1450: Safety & shift briefing, including vehicle inspection.  1510: Logged onto the Mobile Data Terminal.  No outstanding jobs, which is odd.   On patrol, carrying out some patrol tasking of Presidents Park, Galvin Park area, Market Rd area.  1548:  Vehicle stopped, general check, quick licence check, random breath test.  1552: Back On patrol.  1554: Vehicle stopped and checked a suspicious vehicle in a car park.  Male saw police and walked away from vehicle.  Established it was a homeless man living out of car.  1555: Suspicious activity, report of a male with a torch looking through bushes in Hoppers Crossing. Attended the area minutes later, patrolled around the area, and could not see the male subject.  1610: Back on patrol.  1613: Vehicle stopped & checked.  Out of area registered vehicle – turned out driver was trying to find an address for a Gumtree purchase.  1617: Back on patrol.  1623: Checked a vehicle registration on a suspicious vehicle – owner flagging for a warrant.  Vehicle stopped out the back of Woolworths Tarneit – male arrested and taken to the station where he was processed on his warrant.  1710: Clear the station and convey the warrant holder back to his car.  1723: Patrolled Ecoville Park in Tarneit, ongoing reports of anti-social activities.  1730: Clearing the park, no activity to report.  1730: Report of a explosion in Altona Meadows, normally covered by Hobsons Bay, but they were running short of patrol crews, so we made our way there.   Half way there we were cancelled, as a police unit was arriving on scene.  1738: Werribee Railway Station, for a dispute.  Making our way there was advised that PSO are on scene and require no further assistance.  1800: Vehicle stop in Songlark Cres Werribee.  Checked driver and vehicle – no issues.  1837: Report of a drug overdose – call by the ambulance to assist police re the level of violence.   Arrive on scene to protect the ambulance whilst they treated the man.  He was conveyed to hospital.    1900: Back on patrol.  1905: Stopped at a Subway store for a quick dinner.   Engaged in conversation with a patron.  1915: Dinner - eating in the patrol van.  1919: Vehicle check near Woolworths Tarneit – vehicle had suspended registration and a suspended driver.  Processed the driver to appear in court at a later date.  Drove the man home.  Finished off dinner.     1939: Vehicle Collision – Greave Street North Werribee: vehicle v motor cycle.   Motor cycle tried to undertake a car as it legally turned into drive way.  Motor cyclist taken to hospital.  Processed scene.  Motor bike rider will have to answer charges of unregistered motor cycle, learner rider ride high powered motor cycle, careless driving.  2000: Monitoring a job where other crews are chasing a thief who stole a chicken from the super market.     2020: Clear from the collision.  2021: Report of an assault in Hoppers Crossing.  On arrival, it we established it was a road rage incident.  Couldn’t locate the unknown offender.  Victim did not want to make a report and was rather uncooperative with police.  2050: Clearing from the assault report.  2119: Report of a disturbance at Wyndham Leisure Centre. On arrival couldn’t find anyone.    2142: Report of a burglary in Hoppers Crossing.   Attended and investigate establishing some young kids on a roof.   Kids ran off upon police arrival.  2205: Cleared from above job and patrolled back towards station.  2220: Back at station and completed reports.  2300: Complete duties, hand back equipment and out the door at 2315.",,162,33,3,
2017-11-22 09:01:34,Eyewatch - Wyndham Police Service Area,134404370080550_768058863381761,https://www.facebook.com/eyewatchwyndham/posts/768058863381761,Photo,"Pictorial Review of the Wyndham North 303, day 21/11/2017",,55,2,0,
2017-11-22 10:15:52,Eyewatch - Greater Shepparton Police Service Area,349554451900294_710296239159445,https://www.facebook.com/eyewatchgreatershepparton/posts/710296252492777,Photo,(Post with no description),,122,16,5,
2017-11-22 21:00:01,Eyewatch - Greater Shepparton Police Service Area,349554451900294_710222939166775,https://www.facebook.com/eyewatchgreatershepparton/posts/710222939166775,Photo,IDENTITY TIME.  Following the theft of packaged liquor from a Shepparton retailer on the 5/11/17; the police investigator has released images of a male that can assist the investigation.  If you can assist with an identity please contact Senior Constable Thorsen at Shepparton Police on 0358205777.    Alternatively pass on this information via www.crimestoppersvic.com.au,,18,9,68,
2017-11-22 21:33:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1514014978690062,https://www.facebook.com/eyewatchgreaterdandenong/posts/1514014978690062,Photo,"Police are seeking the public's assistance in locating 33 year old Bree HARRISON, who is wanted on outstanding warrants.  If you have any information regarding the whereabouts of Ms HARRISON, please contact Crime Stoppers or visit www.crimestoppers.com.au  S/C 36983",,8,0,4,
2017-11-22 21:38:34,Eyewatch - Cardinia Police Service Area,1755954881336663_1914216648843818,https://www.facebook.com/eyewatchcardinia/posts/1914216648843818,Photo,"Police are seeking the public's assistance in locating 33 year old Bree HARRISON, who is wanted on outstanding warrants.  If you have any information regarding the whereabouts of Ms HARRISON, please contact Crime Stoppers or visit www.crimestoppers.com.au  S/C 36983",,4,0,2,
2017-11-22 22:15:29,Eyewatch - Ballarat Police Service Area,103131960018479_575643916100612,https://www.facebook.com/eyewatchballarat/posts/575643916100612,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,1,0,0,
2017-11-22 22:17:44,Eyewatch - Geelong Police Service Area,118579511604215_1312343092227845,https://www.facebook.com/eyewatchgeelong/posts/1312343092227845,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,11,3,3,
2017-11-22 22:20:06,Eyewatch - Brimbank Police Service Area,288990074502333_1566858373382157,https://www.facebook.com/eyewatchbrimbank/posts/1566858373382157,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,3,1,1,
2017-11-22 22:21:46,Eyewatch - Melton Police Service Area,1248280898517925_1731163923562951,https://www.facebook.com/eyewatchmelton/posts/1731163923562951,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,2,5,0,
2017-11-22 22:22:45,Eyewatch - Whittlesea Police Service Area,283867745385161_374139069691361,https://www.facebook.com/eyewatchwhittlesea/posts/374139069691361,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,4,1,0,
2017-11-22 22:23:02,Eyewatch - Wyndham Police Service Area,134404370080550_768328003354847,https://www.facebook.com/eyewatchwyndham/posts/768328003354847,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,5,0,0,
2017-11-22 22:50:01,Eyewatch - Greater Shepparton Police Service Area,349554451900294_710514692470933,https://www.facebook.com/eyewatchgreatershepparton/posts/710514692470933,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,6,2,0,
2017-11-22 22:50:27,Eyewatch - Knox Police Service Area,597550253628752_1724487687601664,https://www.facebook.com/eyewatchknox/posts/1724487687601664,Link,Victoria Police Road Policing Command Assistant Commissioner Doug Fryer said the results were concerning considering speed was one of the major contributing factors in collisions on Australian roads.,,7,3,1,
