Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Reactions,Comments,Shares,Ow.ly Clicks
2018-08-15 04:01:31,Eyewatch - Melton Police Service Area,1248280898517925_2049975828348424,https://www.facebook.com/1248280898517925/posts/2049975828348424/,Link,(Post with no description),,2,2,2,
2018-08-15 04:26:08,Eyewatch - Greater Shepparton Police Service Area,349554451900294_857813091074425,https://www.facebook.com/349554451900294/posts/857813091074425/,Photo,As if farmers are not doing it hard enough!,,22,5,16,
2018-08-15 05:10:50,Eyewatch - Whitehorse Police Service Area,171187666812034_271214660142667,https://www.facebook.com/171187666812034/posts/271214660142667/,Status,"“… I am not sure if this will be of interest to you, but I saw some kids acting sus near cars the other day…” “…I noticed this guy regularly sits in his car every Wednesday, I think he could be selling drugs…” “…I am sorry to bother you, but my neighbour has been doing weird stuff at all hours of the night…”  We often get great information from the community about crimes occurring in the area, but we also miss out on a lot when people aren’t sure what to do with it, or don’t believe we would be interested.  We are better able to look after your community when we know what your concerns and observations are.  If you notice something sus, or you have a gut feeling something might be of interest to the police, please let us know.   If it’s urgent and you require police attendance, call 000. If you think you might have intel, call your local station or crime stoppers on 1800 333 000 If you need to make a non-urgent report or you need advice or assistance, call your local station.   #CommunitySafety #SecretSquirrels #WeWantToKnowAllTheThings   VP40215",,35,0,5,
2018-08-15 05:30:05,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1836114676480089,https://www.facebook.com/1091322447625986/posts/1836114676480089/,Photo,"Yesterday, Tuesday the 14th of August 2018 the Frontline Tactical Unit executed a warrant at an address in Doveton. Police seized a small quantity of drugs and numerous other items suspected to be stolen property including 60 push bikes.  Police arrested five people at the address.  A 32 year old female from Doveton was charged and bailed in relation to possessing a drug of dependence and a 34 year old male from Doveton was charged and bailed in relation to handle stolen goods and possess proceeds of crime.  Police are in the process of identifying the stolen bikes and will be seeking to return the bikes to their rightful owners. Further information on the bicycles will be published on Eyewatch in the future, however, if you are the victim of a bicycle theft and you think there is a chance police have recovered your stolen bike feel free to send us a message with your details, details of when and where the bicycle was stolen and a description of the bike (photos are a bonus).  40485",,39,14,21,
2018-08-15 05:50:48,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1797842763596583,https://www.facebook.com/eyewatchnortherngrampians/videos/1797842763596583/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,5,0,3,
2018-08-15 05:50:57,Eyewatch - Knox Police Service Area,597550253628752_455805131591149,https://www.facebook.com/eyewatchknox/videos/455805131591149/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,6,0,2,
2018-08-15 05:50:57,Eyewatch - Greater Shepparton Police Service Area,349554451900294_858718787655807,https://www.facebook.com/eyewatchgreatershepparton/videos/858718787655807/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,12,1,3,
2018-08-15 05:50:58,Eyewatch - Wyndham Police Service Area,134404370080550_899499443582561,https://www.facebook.com/eyewatchwyndham/videos/899499443582561/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,3,1,1,
2018-08-15 05:50:59,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_294331037813562,https://www.facebook.com/eyewatchgreaterdandenong/videos/294331037813562/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,5,0,0,
2018-08-15 05:51:03,Eyewatch - Glen Eira Police Service Area,1587370574633686_2212459375666012,https://www.facebook.com/eyewatchgleneira/videos/2212459375666012/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,3,0,1,
2018-08-15 05:51:06,Eyewatch - Hume Police Service Area,444597578958459_673034556387754,https://www.facebook.com/eyewatchhume/videos/673034556387754/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,1,1,0,
2018-08-15 05:51:06,Eyewatch - Moorabool Police Service Area,1764824083826023_297490777472985,https://www.facebook.com/eyewatchmoorabool/videos/297490777472985/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,9,0,0,
2018-08-15 05:51:07,Eyewatch - Melton Police Service Area,1248280898517925_1952555108098158,https://www.facebook.com/eyewatchmelton/videos/1952555108098158/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,9,0,0,
2018-08-15 05:51:08,Eyewatch - Swan Hill Police Service Area,919605548169837_230530984316252,https://www.facebook.com/eyewatchswanhill/videos/230530984316252/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,3,0,1,
2018-08-15 05:51:09,Eyewatch - Warrnambool Police Service Area,492532490957500_2067290566919669,https://www.facebook.com/EyewatchWarrnambool/videos/2067290566919669/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,17,0,0,
2018-08-15 05:51:09,Eyewatch – Bass Coast Police Service Area,1428617380762126_1095722537251976,https://www.facebook.com/EyewatchBassCoast/videos/1095722537251976/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,9,0,1,
2018-08-15 05:51:11,Eyewatch - Southern Grampians Police Service Area,226760391222871_226142728057707,https://www.facebook.com/eyewatchsoutherngrampians/videos/226142728057707/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,2,0,0,
2018-08-15 05:51:26,Eyewatch - Whitehorse Police Service Area,171187666812034_723849504622252,https://www.facebook.com/eyewatchwhitehorse/videos/723849504622252/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,5,0,2,
2018-08-15 05:51:30,Eyewatch - Kingston Police Service Area,1660666587339151_298113450744912,https://www.facebook.com/eyewatchkingston/videos/298113450744912/,Video,"Join a range of Victoria Police specialist squads in a very special celebration at Etihad Stadium this Saturday. See St Kilda FC and Hawthorn FC go head to head in the annual AFL Blue Ribbon Cup at 7.25PM. All players will wear reflective blue and white chequered armbands as a mark of respect to the 159 Victoria Police officers who have paid the ultimate sacrifice for their community and have been killed in the line of duty. As a curtain raiser, watch our St Kilda and Prahran police officers battle it out for the Silk-Miller Cup at 5:05PM. The Silk-Miller Cup has been played for the past 19 years and is in memory of Sgt Gary Silk and Senior Constable Rodney Miller who tragically died in the line of duty.   #BlueRibbonCup #WeRemember #InAppreciation",,10,0,1,
2018-08-15 06:53:07,Eyewatch - Swan Hill Police Service Area,919605548169837_1333662680097453,https://www.facebook.com/919605548169837/posts/1333662680097453/,Photo,(Post with no description),,5,0,7,
2018-08-15 07:00:16,Eyewatch - Greater Shepparton Police Service Area,349554451900294_857909911064743,https://www.facebook.com/349554451900294/posts/857909911064743/,Photo,"ROAD RAGE SHEPPARTON    TIME; 11:30am on Monday 13th August 2018.   LOCATION;  near Hayes Street and Isabella Street Shepparton.    A road rage and assault, involving two males, has been reported to police.  If you were unfortunate enough to be exposed to this incident; please let us know what you witnessed.  Please contact Constable Lougoon at Shepparton Police on 0358205777.  You can also pass on details of what you saw via the below CrimeStoppers link;   https://www.crimestoppersvic.com.au/report-a-crime/",,15,2,19,
2018-08-15 09:00:19,Eyewatch - Melton Police Service Area,1248280898517925_2050291971650143,https://www.facebook.com/1248280898517925/posts/2050291971650143/,Photo,"HAVE YOU GOT A WARRANT OUT FOR YOUR ARREST?  Local Police are urging anyone who thinks they may have a warrant out for their arrest to attend their Local Police Station to check and get the matter sorted.   Arrest warrants never go away and the warrant gives Police the power to:  *Break, enter and search any place where the person named or described in the warrant is suspected to be; and *Arrest the person named or described in the warrant  Avoid looking over your shoulder or worrying every time you see a Police Officer or Vehicle and get the matter sorted before we come to you.   In the coming weeks our Eye Watch Page will be releasing images of people with outstanding warrants, so to avoid other people knowing your business attend a Police Station so we can execute your warrant/s.   By coming into a Police Station on your own accord puts you in a much better position to be granted bail than if we have to locate you and take you before the court to ensure your appearance at any future court dates.   Alternatively if you believe someone you know has a warrant for their arrest and you know their whereabouts and want us to arrest them contact the Keilor Downs Police Station on 9365 3333 or Crime Stoppers on 1800 333 000.   VP36694",,22,29,11,
2018-08-15 09:15:20,Eyewatch - Melton Police Service Area,1248280898517925_2050308131648527,https://www.facebook.com/1248280898517925/posts/2050308131648527/,Status,"Trains Delayed, Ferris Road, Cobblebank (Melton South)  Police are currently on scene after a V-Line train collided with a pedestrian at approximately 6:45pm this evening (15/08/2018) near Ferris Road, Cobblebank.  Police are urging those currently on the train to be patient whilst replacement buses are en-route.  There will be further train delays whilst Police and Transport Officials are on site investigating the circumstances surrounding the collision and it is expected buses will replace trains in the interim.  VP36694",,79,80,77,
2018-08-15 10:00:35,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1836417043116519,https://www.facebook.com/1091322447625986/posts/1836417043116519/,Photo,Day three of Rail Safety Week #RSW2018  ** Remember - stay behind the yellow line on the platform until the train has stopped! **,,3,1,0,
2018-08-15 17:06:04,Eyewatch - Melton Police Service Area,1248280898517925_2050932551586085,https://www.facebook.com/1248280898517925/posts/2050932551586085/,Photo,"Police were out around Community Hub, Caroline Springs this afternoon as part of a joint traffic operation with the Melton City Council targeting traffic offences around schools.  The operation ran at pick up time between 2:30pm and 4pm and 42 offences were detected.  These include 2 people talking on their mobile phones, 5 people caught speeding between 15km/h and 25km/h, 1 person speeding between 10km/h and 15km/h and 35 parking offences.  The parking offences included no standing, obstructing traffic, stopped for longer than permitted period, parked on nature strip and double parking.  The operation will continue to run for the rest of the school term. Thank you and please be safe on our roads. Acting Sergeant SANDERS – Caroline Springs Police",,134,207,30,
2018-08-15 20:00:41,Eyewatch - Greater Shepparton Police Service Area,349554451900294_858491771006557,https://www.facebook.com/349554451900294/posts/858491771006557/,Photo,EXPENSIVE TIPPLE WALKS  A Shepparton retailer suffered a loss of nearly $500 of packaged liquor in a single incident on Saturday 4/8/18.  The female captured in these images should be able to assist police with their investigation.  Can you provide an identity?  Please contact Constable McCartney at Shepparton Police on 0358205777.  You can also pass on this information by using the below link to CrimeStoppers;   https://www.crimestoppersvic.com.au/report-a-crime/,,33,5,113,
2018-08-15 20:20:04,Eyewatch - Whitehorse Police Service Area,171187666812034_271787340085399,https://www.facebook.com/171187666812034/posts/271787340085399/,Photo,"On Wednesday, police visited Preps at Vermont Primary School. Police explained what they do and how they help people.  Then the Preps got to dress up in uniforms and have a seat in the police car.  Let's just say the lights and sirens were very popular!  If you’d like a visit to your school or kinder please contact Rebecca Millin at Box Hill Police on 8892 3381 or rebecca.millin@police.vic.gov.au",,28,0,2,
2018-08-15 22:13:27,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1837389323019291,https://www.facebook.com/1091322447625986/posts/1837389323019291/,Status,Great news to start your Thursday! Missing 89 year old Francis Webb  was located safe and well last night! Thanks for all the shares! 👍🙌  40485,,56,5,2,
2018-08-15 22:21:08,Eyewatch - Kingston Police Service Area,1660666587339151_1803736796328350,https://www.facebook.com/eyewatchkingston/videos/1803736796328350/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,37,2,5,
2018-08-15 22:21:11,Eyewatch - Moorabool Police Service Area,1764824083826023_694811774188003,https://www.facebook.com/eyewatchmoorabool/videos/694811774188003/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,47,3,10,
2018-08-15 22:21:11,Eyewatch – Bass Coast Police Service Area,1428617380762126_1797454383706393,https://www.facebook.com/EyewatchBassCoast/videos/1797454383706393/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,70,4,14,
2018-08-15 22:21:21,Eyewatch - Swan Hill Police Service Area,919605548169837_272848606876078,https://www.facebook.com/eyewatchswanhill/videos/272848606876078/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,56,0,3,
2018-08-15 22:21:26,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_290430228428330,https://www.facebook.com/eyewatchgreaterdandenong/videos/290430228428330/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,89,12,4,
2018-08-15 22:21:27,Eyewatch - Whitehorse Police Service Area,171187666812034_1095397767290565,https://www.facebook.com/eyewatchwhitehorse/videos/1095397767290565/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,39,0,2,
2018-08-15 22:21:28,Eyewatch - Greater Shepparton Police Service Area,349554451900294_691193174547686,https://www.facebook.com/eyewatchgreatershepparton/videos/691193174547686/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,48,1,5,
2018-08-15 22:21:29,Eyewatch - Knox Police Service Area,597550253628752_2157646334508124,https://www.facebook.com/eyewatchknox/videos/2157646334508124/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,97,4,9,
2018-08-15 22:21:33,Eyewatch - Warrnambool Police Service Area,492532490957500_866359976887383,https://www.facebook.com/EyewatchWarrnambool/videos/866359976887383/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,87,2,10,
2018-08-15 22:21:33,Eyewatch - Northern Grampians Police Service Area,1198323133636327_1957806197617797,https://www.facebook.com/eyewatchnortherngrampians/videos/1957806197617797/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,30,0,3,
2018-08-15 22:21:36,Eyewatch - Wyndham Police Service Area,134404370080550_306973663182965,https://www.facebook.com/eyewatchwyndham/videos/306973663182965/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,61,6,9,
2018-08-15 22:21:37,Eyewatch - Melton Police Service Area,1248280898517925_228573021146566,https://www.facebook.com/eyewatchmelton/videos/228573021146566/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,92,3,12,
2018-08-15 22:21:40,Eyewatch - Hume Police Service Area,444597578958459_323305118430213,https://www.facebook.com/eyewatchhume/videos/323305118430213/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,29,0,3,
2018-08-15 22:21:49,Eyewatch - Glen Eira Police Service Area,1587370574633686_362572704277223,https://www.facebook.com/eyewatchgleneira/videos/362572704277223/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,12,1,1,
2018-08-15 22:22:03,Eyewatch - Southern Grampians Police Service Area,226760391222871_240650629921749,https://www.facebook.com/eyewatchsoutherngrampians/videos/240650629921749/,Video,"Today we remember the service and legacy of Sergeant Gary Silk and Senior Constable Rodney Miller who, on 16 August 1998, lost their lives in the line of duty. They had been investigating a series of armed robberies at the time. 2018 marks 20 years since the tragic deaths of these two police officers. A memorial service will be held at St Kilda Police Station today to commemorate the lives of Sergeant Gary Silk and Senior Constable Rodney Miller.    #WeRemember",,33,1,4,
2018-08-15 22:53:02,Eyewatch - Melton Police Service Area,1248280898517925_2051341588211848,https://www.facebook.com/1248280898517925/posts/2051341588211848/,Photo,"Today we honor Gary SILK & Rodney MILLER, who paid the ultimate sacrifice 20 years ago today. Doing what they loved, doing their job.  20 years ago it was a dark day in Victoria as most of us woke to the devastating news that two police officers had been killed in Cochranes Road, Moorabbin.   This morning we prepare to honour these officers, who answered a call of duty and paid with their lives.  We hope all Victorians might like to pause for a moment and remember Senior Constable Rodney Miller & Sergeant Gary Silk.   Remember their families, friends and loved-ones.   Remember their police colleagues from Prahran and St Kilda Police Stations and all police officers who served at that time and those that continue to serve.  VP36694",,159,11,27,
2018-08-15 23:50:03,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1837500476341509,https://www.facebook.com/1091322447625986/posts/1837500476341509/,Photo,"This rail safety tip proudly brought to you by day four of Rail Safety Week #RSW2015  ** If you drop something onto the tracks, never try and get it yourself - always ask staff for help! **  40485",,6,3,1,
2018-08-16 00:03:16,Eyewatch - Melton Police Service Area,1248280898517925_2051426721536668,https://www.facebook.com/1248280898517925/posts/2051426721536668/,Photo,"Brimbank Crime Investigation Unit continues to investigate an assault and incident of criminal damage in Taylors Hill last week.   As you will be aware, police responded to two disparate groups of youths who came from across Melbourne to meet in the area last Wednesday for the purpose of engaging in a fight.   Detectives have spoken to a range of people as part of the investigation, including two persons of interest, a female assault victim, families, schools, residents and community leaders.   Investigators have identified a number of other matters contributing to what occurred in Taylors Hill and these have been incorporated into what has become a complex investigation.   Whilst the investigation continues, we have interviewed two persons of interest regarding their involvement and expect arrests over coming days.   Police have spoken to many residents during reassurance patrols over the past week and it is clear that people were fearful of the youths’ activities on Wednesday night.   We want to assure you – the Caroline Springs and Melton community – that your safety is our priority. We have a standing response plan in place and are well-resourced and prepared to respond to any issues that may arise.",,39,14,15,
