Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-06-18 05:00:11,Eyewatch - Cardinia Police Service Area,1755954881336663_2009344132664402,https://www.facebook.com/1755954881336663/posts/2009344132664402/,Link,Have you heard about the Cardinia Community Safety Network? We've been working closely with the Community Safety Network and there are lots of exciting events and initiatives in the works.  For more information visit http://ow.ly/xJcB30kmlot   vp40485,,,4,0,4,32
2018-06-18 07:25:04,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1740910542667170,https://www.facebook.com/1091322447625986/posts/1740910542667170/,Photo,"What do I do if my number plates are stolen?  You must report the theft to your local police and attend a VicRoads Customer Service Centre to have new plates issued. You should also consider changing your car insurance details and toll road details.  Help prevent the theft of your number plates by having one-way, anti-theft screws fitted to your number plate.  For more information visit http://ow.ly/Ebah30kjGxF  vp40485",,,19,5,6,93
2018-06-18 22:03:01,Eyewatch - Whittlesea Police Service Area,283867745385161_459487301156537,https://www.facebook.com/283867745385161/posts/459487301156537/,Link,(Post with no description),,,5,0,0,
2018-06-18 22:04:10,Eyewatch - Whittlesea Police Service Area,283867745385161_459487987823135,https://www.facebook.com/283867745385161/posts/459487987823135/,Video,(Post with no description),,,0,0,0,
2018-06-18 22:04:51,Eyewatch - Whittlesea Police Service Area,283867745385161_459488257823108,https://www.facebook.com/283867745385161/posts/459488257823108/,Photo,(Post with no description),,,5,0,10,
2018-06-18 22:30:09,Eyewatch - Knox Police Service Area,597550253628752_1945106968873067,https://www.facebook.com/597550253628752/posts/1945106968873067/,Photo,"Highway Patrol Report;  Monday 18/06/18 5:20PM  Highway Patrol members patrolling on Burwood Hwy, Ferntree Gully detected a 19 year old female P-plate driver speeding at 108 km/h in an 80 km/h zone. The female driver was intercepted and issued with a penalty notice for $436, incurred 4 demerit points and her licence was suspended for one month.",,,45,9,4,
2018-06-18 23:46:58,Eyewatch - Greater Shepparton Police Service Area,349554451900294_801717590017309,https://www.facebook.com/349554451900294/posts/801717590017309/,Photo,"PETROL THEFT NUMURKAH. MORE DETAIL PROVIDED TO COMMUNITY    Police continue to seek the identity of vehicle and driver involved in a petrol theft at the Caltex roadhouse, Goulburn Valley Hwy, Numurkah, at 6.45am Monday 4th June 2018.   THE VEHICLE IS DISTINCTIVE;  a silver/grey BA Ford Falcon sedan with a lighter coloured rear passenger side quarter panel but the petrol filler cap is darker and the same colour as rest of vehicle  (evident in first image).  The vehicle had a driver and front seat passenger.  The male driver was wearing a hoodie and baseball cap. Front passenger remained in vehicle and we have no description.  Following the theft the Vehicle turned left into Walsh’s Bridge Road and headed toward Nathalia.  Community information is crucial if this theft is to be solved.  Please consider the vehicles multi coloured description.  If you have information regarding the vehicle please contact Senior Constable Armstrong at Cobram Police on  Ph. 5871 1977 .  This information can also be provided via Crinmestoppers.  the below link will take you to the reporting page on their website;   https://www.crimestoppersvic.com.au/report-a-crime/",,,8,8,29,
2018-06-19 00:40:40,Eyewatch - Geelong Police Service Area,118579511604215_1512038038925015,https://www.facebook.com/118579511604215/posts/1512038038925015/,Photo,COMMUNITY SAFETY NETWORKS GIVING COMMUNITIES A GREATER VOICE  So today the Community Safety Surveys continue. Today we are at Corio Central Shopping Centre and Bell Post Hill Shopping Centre speaking to the community regarding their safety concerns across Geelong and the Bellarine Peninsula. Come and visit us if your in the centres and complete one of the surveys,,,22,6,4,
2018-06-19 01:14:29,Eyewatch - Geelong Police Service Area,118579511604215_1512072005588285,https://www.facebook.com/eyewatchgeelong/videos/1512072005588285/,Video,We are live from Corio Central Shopping Centre for our Community Safety Networks pop-up event. Listen to Acting Senior Sergeant Dean Parrello to find out more about how you can share your views about community safety with local police.,,,83,24,10,
2018-06-19 03:41:16,Eyewatch - Wyndham Police Service Area,134404370080550_873999979454315,https://www.facebook.com/134404370080550/posts/873999979454315/,Video,(Post with no description),,,46,2,8,
2018-06-19 04:16:04,Eyewatch - Wyndham Police Service Area,134404370080550_874022179452095,https://www.facebook.com/134404370080550/posts/874022179452095/,Status,"BUYING A SECOND HAND MOBILE??  Buying things online is a great way to save a few bucks. Here are some things to consider when purchasing a mobile phone from a private seller.  If purchasing a second-hand mobile phone, this can be risky as the item may have been reported lost or stolen.  Request from the seller the phones IMEI number so you can check its status before purchasing at www.lost.amta.org.au.   It only provides details of phones reported lost or stolen at the time of the inquiry. There can be a 72-hour lag between when a mobile is reported lost and stolen to the carrier and showing “blocked” on the website. If looking to purchase a phone via a Facebook Marketplace, all interactions are generally conducted through Facebook messenger or via comments people leave on items when they appear in the buy / swap / sell groups.  If possible, consider trying to obtain a contact phone number from the seller so more detailed communication can be entered into about the item.  Occasionally things don’t quite go to plan when parties meet to exchange cash for an item of interest.  Instances have occurred where victims’ have had their cash stolen, their own mobile phone stolen, or even been physically assaulted during the course of the meeting.  Obtaining information from the seller such as their real name (as some people do create Facebook profiles under a pseudonym), a contact number or email address prior to arranging to meet can assist the police with avenues of inquiry if the transaction doesn’t quite go to plan.  1. Trust your instincts. 2. Don't go alone, have a friend accompany you to the agreed meeting place. 3. Insist to meet at a public place. 4. Do not meet in a secluded area. 5. Do not invite strangers into your home, and do not go into theirs. 6. Be cautious when buying/selling high value items. 7. Do the transaction during daylight hours. 8. If it sounds too good to be true, it normally is. 9. Tell a friend or family member about your plan to meet & make a purchase. 10. Always have your own phone with you. 11. Bring only the agreed-upon cash. 12. Don’t give out too much of your own personal information. 13. If the seller arrives at the purchase location in a vehicle, try to obtain the registration number.",,,22,2,18,
2018-06-19 04:45:07,Eyewatch - Knox Police Service Area,597550253628752_1945452642171833,https://www.facebook.com/597550253628752/posts/1945452642171833/,Photo,Knox Police are seeking public assistance in locating 26 year old Wantirna man Luke ZEIDLER who has been missing since 8.30pm on Saturday night.  Any information should be directed to the Knox Police Station on 9881 7000. Acting Senior Sergeant 32413,,,12,1,46,
2018-06-19 04:50:37,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1681096315345223,https://www.facebook.com/146118342176369/posts/1681096315345223/,Photo,"Take care if buying second-hand mobiles:  Buying things online is a great way to save a few bucks. Here are some things to consider when purchasing a mobile phone from a private seller.  If purchasing a second-hand mobile phone, this can be risky as the item may have been reported lost or stolen.  Request from the seller the phones IMEI number so you can check its status before purchasing at www.lost.amta.org.au.  It only provides details of phones reported lost or stolen at the time of the inquiry. There can be a 72-hour lag between when a mobile is reported lost and stolen to the carrier and showing “blocked” on the website.  If looking to purchase a phone via a Facebook Marketplace, all interactions are generally conducted through Facebook messenger or via comments people leave on items when they appear in the buy / swap / sell groups.  If possible, consider trying to obtain a contact phone number from the seller so more detailed communication can be entered into about the item.  Occasionally things don’t quite go to plan when parties meet to exchange cash for an item of interest.  Instances have occurred where victims’ have had their cash stolen, their own mobile phone stolen, or even been physically assaulted during the course of the meeting.  Obtaining information from the seller such as their real name (as some people do create Facebook profiles under a pseudonym), a contact number or email address prior to arranging to meet can assist the police with avenues of inquiry if the transaction doesn’t quite go to plan.  1 Trust your instincts. 2 Don't go alone, have a friend accompany you to the agreed meeting place. 3 Insist to meet at a public place. 4 Do not meet in a secluded area. 5 Do not invite strangers into your home, and do not go into theirs. 6 Be cautious when buying/selling high value items. 7 Do the transaction during daylight hours. 8 If it sounds too good to be true, it normally is. 9 Tell a friend or family member about your plan to meet & make a purchase. 10 Always have your own phone with you. 11 Bring only the agreed-upon cash. 12 Don’t give out too much of your own personal information. 13 If the seller arrives at the purchase location in a vehicle, try to obtain the registration number.",,,2,0,2,
2018-06-19 05:15:03,Eyewatch - Cardinia Police Service Area,1755954881336663_2010232072575608,https://www.facebook.com/1755954881336663/posts/2010232072575608/,Link,"Did you know that you can check the status of your vehicle registration on the VicRoads website?  Head on over to http://ow.ly/RnCp30kmlxX   Even better, if you want to sign up for short term rego you can do that too!  Visit http://ow.ly/1rrg30kmlyr for more information.  vp40485",,,12,3,4,205
2018-06-19 07:15:03,Eyewatch - Greater Shepparton Police Service Area,349554451900294_801963196659415,https://www.facebook.com/349554451900294/posts/801963196659415/,Photo,"THIS SATURDAY MOOROOPNA  Prevent vehicle number plate theft!  Neighbourhood Watch will be in Mooroopna (rear Woolworths Carpark) between 10am and 1pm securing vehicle numberplates from theft.  Supply and fitting security (one-way) screws to your number plates for a gold coin donation. The bike identification engraver will also be available if needed.   As happened in 2017 don't let your vehicle be one of the over 11,000 vehicles in Victoria that have their number plates stolen.",,,17,5,19,
2018-06-19 07:15:07,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1742339965857561,https://www.facebook.com/1091322447625986/posts/1742339965857561/,Photo,COFFEE WITH A COP IS BACK IN KEYSBOROUGH  Come on down to Cafe' E at Parkmore Shopping Centre tomorrow from 9:00am.  Grab a free coffee and join us for a chat about whats happening in your neighbourhood.  vp40485,,,23,6,4,
2018-06-19 07:25:40,Eyewatch - Brimbank Police Service Area,288990074502333_1773228722745120,https://www.facebook.com/288990074502333/posts/1773228722745120/,Photo,"Low flying missile in St Albans 🚀  Highway Patrol are disappointed with people who continue to speed in residential streets. This 18 year old learner driver isn't off to a great start and will have to walk for 30 days after being detected at 98kph in a 50kph zone on Willaton Street today. His vehicle was impounded and he will be charged on summons with speeding, being an unaccompanied learner and failing to display L plates. 😓  You wouldn't want people doing nearly 100kph in your street, why do it in someone elses?",,,115,72,18,
2018-06-19 07:50:37,Eyewatch - Geelong Police Service Area,118579511604215_1512418672220285,https://www.facebook.com/eyewatchgeelong/videos/1512418672220285/,Video,"We were excited to see Superintendent Craig Gillard visit our Community Safety Network project pop-up event at Corio Central Shopping Centre today. Acting Senior Sergeant Dean Parrello spoke with Superintendent Craig Gillard about what the Community Safety Networks project means to him, and how the information collected will assist the police and the community.  To take the survey, or to view the list of pop-up locations, click the link >> https://bit.ly/2LVDfK3",,,50,4,4,
2018-06-19 08:55:24,Eyewatch - Knox Police Service Area,597550253628752_1945661318817632,https://www.facebook.com/597550253628752/posts/1945661318817632/,Photo,"On Monday and Tuesday this week, Highway Patrol and local police members attended several motor vehicle collisions across Maroondah and Knox PSA’s.   The people involved were fortunate to avoid serious injury. In almost all cases, the vehicles involved were rendered undrivable and had to be towed from the scene. Some vehicles will be able to be repaired whilst others will most likely be written off.   A number of penalty notices have been issued for a range of offences including: ‘Fail to give way/stop’; ‘Follow too close to the vehicle in front’ and failing to obey traffic control signals. Penalties range from $238 to $396 and incur up to three demerit points.  Many of the collisions could have been avoided if drivers were concentrating on the task of driving and obeying all the relevant signs, lights, road markings and traffic conditions.  In one incident that occurred on Mt Dandenong Rd on Tuesday afternoon, a vehicle that failed to give way to oncoming traffic collided with another vehicle causing it to overturn. Fortunately, everyone involved escaped serious injury. Several lanes of the road were closed causing significant traffic disruption and both vehicles were written off.  Even minor collisions can attract significant penalties and much inconvenience with vehicle repairs, processing insurance claims and time without a means of transport.   Police urge motorists to drive safely and take care on the roads.",,,10,2,2,
2018-06-19 10:13:12,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1742500715841486,https://www.facebook.com/1091322447625986/posts/1742500715841486/,Link,(Post with no description),,,1,0,3,
2018-06-19 21:00:51,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1743263949098496,https://www.facebook.com/1091322447625986/posts/1743263949098496/,Status,Don’t forget that Coffee with a Cop is happening today at Parkmore Shopping Centre.  Come visit us at Cafè E from 9:00am and grab a free coffee - not a bad way to start your day! 👍🏻👮🏻‍♂️👮🏻‍♀️☕️  vp40485,,,12,0,2,
2018-06-19 22:49:29,Eyewatch - Ballarat Police Service Area,103131960018479_682424845422518,https://www.facebook.com/103131960018479/posts/682424845422518/,Photo,***NEWS FLASH*** Joseph HAEBICH has been arrested overnight. Thank you to the community for your assistance with this investigation. ***Warrant Wednesday will be posted after lunch today*** Stand by till then!,,,36,1,7,
2018-06-19 23:13:31,Eyewatch - Wyndham Police Service Area,134404370080550_874780186042961,https://www.facebook.com/134404370080550/posts/874780186042961/,Link,Police are appealing for public assistance following an affray at a hotel in Werribee last week (9 June).  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or submit a confidential report online at www.crimestoppersvic.com.au,,,11,9,21,
2018-06-19 23:26:28,Eyewatch - Greater Shepparton Police Service Area,349554451900294_802610953261306,https://www.facebook.com/349554451900294/posts/802610953261306/,Photo,VEHICLE STOLEN COHUNA - BURNED/DUMPED ECHUCA,,,13,4,22,
2018-06-19 23:28:37,Eyewatch - Geelong Police Service Area,118579511604215_1513387892123363,https://www.facebook.com/118579511604215/posts/1513387892123363/,Link,Police have arrested a teenage boy following two separate aggravated burglaries in Corio overnight.  The 15-year-old Newcomb teenager is currently in custody assisting police with their enquiries.,,,24,5,4,
2018-06-20 02:20:22,Eyewatch - Ballarat Police Service Area,103131960018479_682551162076553,https://www.facebook.com/103131960018479/posts/682551162076553/,Photo,"**** WARRANT WEDNESDAY **** Casey BOWER is wanted by Police; she is known to frequent the Ballarat & Swan Hill areas. 7 warrants have been issued for the arrest of the female for fail to appear on bail, Shop Theft and Criminal Damage. If you have any information regarding the whereabouts of BOWER that could assist Police to locate her, please contact Crime Stoppers on 1800 333 000 or report online at https://www.crimestoppersvic.com.au/report-a-crime/ *** Please make reference to Ballarat Eyewatch - BOWER 20-JUN-2018***",,,28,59,80,
2018-06-20 02:27:41,Eyewatch - Ballarat Police Service Area,103131960018479_682557018742634,https://www.facebook.com/103131960018479/posts/682557018742634/,Photo,"**** WARRANT WEDNESDAY **** Tristian SCUTCHEON is wanted by Police; he is known to the Ballarat area and to be in company with girlfriend Casey BOWER. A warrant has been issued for the arrest of SCUTCHEON. If you have any information regarding the whereabouts of SCUTCHEON that could assist Police to locate him, please contact Crime Stoppers on 1800 333 000 or report online at https://www.crimestoppersvic.com.au/report-a-crime/ *** Please make reference to Ballarat Eyewatch - SCUTCHEON 20-JUN-2018***",,,13,24,35,
2018-06-20 03:43:57,Eyewatch - Frankston Police Service Area,132629380243848_995480140625430,https://www.facebook.com/132629380243848/posts/995480140625430/,Photo,"FRANKSTON STABBING  Frankston CIU detectives are investigating after a man was stabbed in Frankston last night (18 June). 8.25 pm  Investigators have been told two unknown men attended a home on Daly Street and were confronted by a 46-year-old man who was home at the time. The pair left the property and became involved in an altercation with the victim, who remained behind a gate. One of the men leant over the gate and stabbed the man with an unknown edged weapon before the pair fled on foot.  The victim sustained serious but non-life threatening injuries and was taken to hospital. No arrests have been made at this stage and the investigation is ongoing.  Both men have been perceived as Caucasian in appearance and about 172cm tall with solid builds and tanned complexions. They are believed to be aged in their 40s and appeared unshaven. One of the men was wearing white clothes, while the other wore a dark beanie, jumper and cargo pants.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or submit a confidential report online at www.crimestoppersvic.com.au",,,18,1,16,
2018-06-20 03:46:55,Eyewatch - Frankston Police Service Area,132629380243848_995482040625240,https://www.facebook.com/132629380243848/posts/995482040625240/,Photo,"At approximately 4:25AM on Saturday morning, 16th of June 2018 police attended a single vehicle collision south bound on the Mornington Peninsula Freeway.   On arrival police located a silver coloured Holden Astra with extensive front end damage sitting in the middle of the freeway blocking both lanes.  The driver had fled the scene.  Enquiries are being made with the registered owner.    Police would like to speak to anyone who may have seen the vehicle travelling on Peninsula Link or the Mornington Peninsula freeway prior to the collision or who may have come to the driver or occupants aid.   Also if anyone has ‘Dash Cam’ Footage that may have captured this vehicle and the way it was being driven driving prior to the collision or indeed the actual collision.   If you believe you may have seen this vehicle and or driver or have any information or footage  please contact Leading Senior Constable Ron TRAINER at Mornington Police Station on 59704900  or contact crime stoppers on 1800 333 000",,,15,3,14,
2018-06-20 03:54:33,Eyewatch - Geelong Police Service Area,118579511604215_1513666602095492,https://www.facebook.com/118579511604215/posts/1513666602095492/,Photo,"COMMUNITY SAFETY NETWORKS GIVING COMMUNITIES A GREATER VOICE  So the community surveys continue today.  Local residents, councils and community groups are encouraged to take part in the project and have a greater voice in Victoria Police’s ongoing efforts to combat crime. Today we are at Westfield Shopping Centre and Market Square Shopping Centre.",,,40,6,3,
2018-06-20 04:46:45,Eyewatch - Geelong Police Service Area,118579511604215_1513715972090555,https://www.facebook.com/118579511604215/posts/1513715972090555/,Link,(Post with no description),,,7,0,0,
2018-06-20 04:47:09,Eyewatch - Wyndham Police Service Area,134404370080550_875000412687605,https://www.facebook.com/134404370080550/posts/875000412687605/,Link,(Post with no description),,,16,24,28,
2018-06-20 05:35:03,Eyewatch - Cardinia Police Service Area,1755954881336663_2011211612477654,https://www.facebook.com/1755954881336663/posts/2011211612477654/,Photo,"Do you know what family violence is?  The Victorian Family Violence Protection Act 2008 defines family violence as behaviour by a family member that creates fear and control over their partner, ex-partner or other family members.  If you consider someone to be a part of your family and their actions are making you, or other family members, fearful - ask for advice and help.  For more information including links to support services visit http://ow.ly/3s1V30kmjHo   vp40485",,,15,5,8,32
2018-06-20 06:52:52,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1682735515181303,https://www.facebook.com/146118342176369/posts/1682735515181303/,Photo,"Don't let a thief take off with your trailer.  We have noticed an increase in trailer theft within the Hobsons Bay, Wyndham and Maribyrnong areas. The thieves do not discriminate - they are not seeking a particular type of trailer - but they are using their acquired vehicles to steal other property from both rural and metro areas.   Unfortunately, a large proportion of theft is opportunistic but even the simplest of measures can reduce your risk. There are a number of devices that you can use to lock your trailer (see pictured) so please consider securing it after use. Say no to being towed!",,,8,6,5,
2018-06-20 06:52:52,Eyewatch - Wyndham Police Service Area,134404370080550_875075949346718,https://www.facebook.com/134404370080550/posts/875075949346718/,Photo,"Don't let a thief take off with your trailer.  We have noticed an increase in trailer theft within the Hobsons Bay, Wyndham and Maribyrnong areas. The thieves do not discriminate - they are not seeking a particular type of trailer - but they are using their acquired vehicles to steal other property from both rural and metro areas.   Unfortunately, a large proportion of theft is opportunistic but even the simplest of measures can reduce your risk. There are a number of devices that you can use to lock your trailer (see pictured) so please consider securing it after use. Say no to being towed!",,,30,4,25,
2018-06-20 07:01:33,Eyewatch - Geelong Police Service Area,118579511604215_1513843622077790,https://www.facebook.com/118579511604215/posts/1513843622077790/,Photo,"CAN YOU HELP POLICE WITH REGARDS TO INFORMATION ON THESE OFFENCES  “Police are investigating after a series of ram raids in Drysdale and Newcomb this morning. Three men driving a silver Ford Territory have used a sledge hammer to smash the front windows at a service station on Bellarine Highway, Newcomb, stealing cigarettes just after 3.45am. It is believed the same men have attempted to gain entry to a hotel on Collins Street, Drysdale about 4.15am by ramming a roller door but were unsuccessful. These men have then driven to a commercial premises on Murradoc Road, Drysdale about 4.20am, where they have rammed a roller door and stolen various power tools. The investigation is ongoing and anyone with information is urged to contact Crime Stoppers on 1800 333 000.”  The pictures below partly depict the vehicle police are actively seeking.",,,32,8,32,
2018-06-20 07:07:55,Eyewatch - Geelong Police Service Area,118579511604215_1513849838743835,https://www.facebook.com/118579511604215/posts/1513849838743835/,Status,"GREAT ARREST BY VICTORIA POLICE MEMBERS AT GEELONG  Geelong Police have arrested a teenage boy following two separate aggravated burglaries in Corio overnight.  Investigators have been told a woman’s home was allegedly broken into on Goodwin Court shortly after 3am.  It is believed cash and jewellery were taken from the house, however no one was injured during the incident.  Shortly after, police received a second report of an aggravated burglary on Goodall Court.  Police attended the scene along with the Dog Squad who tracked the offender through the parkland at the rear off Goodall Court and located a teenager nearby riding a bike near English Court.  The boy allegedly got off the bike and ran from police but was arrested shortly after.  A bag of allegedly stolen cash and jewellery was located near the bike.  The 15-year-old Newcomb teenager is currently in custody assisting police with their enquiries.  GREAT WORK BY ALL THE MEMBERS INVOLVED",,,1,0,0,
2018-06-20 07:13:39,Eyewatch - Geelong Police Service Area,118579511604215_1513856035409882,https://www.facebook.com/118579511604215/posts/1513856035409882/,Photo,"GREAT ARREST BY VICTORIA POLICE MEMBERS AT GEELONG           Geelong Police have arrested a teenage boy following two separate aggravated burglaries in Corio overnight.  Investigators have been told a woman’s home was allegedly broken into on Goodwin Court shortly after 3am.  It is believed cash and jewellery were taken from the house, however no one was injured during the incident.  Shortly after, police received a second report of an aggravated burglary on Goodall Court.  Police attended the scene along with the Dog Squad who tracked the offender through the parkland at the rear off Goodall Court and located a teenager nearby riding a bike near English Court.  The boy allegedly got off the bike and ran from police but was arrested shortly after.  A bag of allegedly stolen cash and jewellery was located near the bike.  The 15-year-old Newcomb teenager is currently in custody assisting police with their enquiries.  GREAT WORK BY ALL THE MEMBERS INVOLVED",,,133,54,10,
2018-06-20 21:30:16,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1744942472263977,https://www.facebook.com/1091322447625986/posts/1744942472263977/,Photo,COFFEE WITH A COP AT PARKMORE   Yesterday morning we held another 'coffee with a cop' event at the Parkmore Shopping Centre.   The event gives people an opportunity to come and speak to police about anything they like in an informal setting and enjoy a free coffee.   Thanks to brilliant baristas and welcoming owner of Cafe E for hosting the event.  If you missed the day you can come down to Dandenong Plaza on Sunday morning and have your coffee with a cop.,,,93,7,8,
2018-06-20 22:00:23,Eyewatch - Greater Shepparton Police Service Area,349554451900294_803553393167062,https://www.facebook.com/349554451900294/posts/803553393167062/,Photo,MOOROOPNA INFORMATION REQUIRED    On the 14th June 2018 a wallet was stolen from a car parked in the garage of a Mooroopna residence.   A credit card from the wallet was subsequently used at a fast food restaurant in Mooroopna.   If this male can be identified it will assist the investigation.  Please contact Senior Constable McLEOD at Shepparton Police on 035820 5777.    Alternatively please pass on your information via the below Crimestoppers link;  https://www.crimestoppersvic.com.au/report-a-crime/,,,25,12,81,
2018-06-20 22:00:27,Eyewatch - Geelong Police Service Area,118579511604215_1514892391972913,https://www.facebook.com/118579511604215/posts/1514892391972913/,Video,(Post with no description),,,16,0,13,
2018-06-20 23:54:36,Eyewatch - Melton Police Service Area,1248280898517925_1959173050762036,https://www.facebook.com/1248280898517925/posts/1959173050762036/,Link,(Post with no description),,,44,19,12,
2018-06-21 00:35:01,Eyewatch - Knox Police Service Area,597550253628752_1948305448553219,https://www.facebook.com/597550253628752/posts/1948305448553219/,Link,Anyone with information about Samantha’s current whereabouts is urged to contact Frankston Police Station on 9784 5555. She may be travelling in a blue Mitsubishi sedan with registration 1FG9JJ.,,,8,0,25,
2018-06-21 01:12:17,Eyewatch - Ballarat Police Service Area,103131960018479_683573331974336,https://www.facebook.com/103131960018479/posts/683573331974336/,Photo,****WARRANT WEDNESDAY UPDATE**** Please be advised that Casey BOWER & Tristian SCUTCHEON are currently in Police Custody.  The community and Victoria Police working together once again to create a safer Ballarat. #WarrantWednesdayBallarat,,,51,6,0,
2018-06-21 02:13:43,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1745244445567113,https://www.facebook.com/1091322447625986/posts/1745244445567113/,Link,(Post with no description),,,4,6,11,
2018-06-21 02:24:18,Eyewatch - Frankston Police Service Area,132629380243848_996485277191583,https://www.facebook.com/132629380243848/posts/996485277191583/,Photo,"TRUCK DRIVER LOCATED  Somerville HWP would like to advise that they have made contact with the truck driver who had the car drive on the wrong side of the road at him on Thompsons Rd near Eastlink in the early hours of 18th June, and that no further assistance is required.   (VP30339)",,,35,0,3,
2018-06-21 03:01:42,Eyewatch - Brimbank Police Service Area,288990074502333_1775995695801756,https://www.facebook.com/288990074502333/posts/1775995695801756/,Link,(Post with no description),,,12,0,4,
2018-06-21 03:15:05,Eyewatch - Cardinia Police Service Area,1755954881336663_2012141702384645,https://www.facebook.com/1755954881336663/posts/2012141702384645/,Photo,Do you use public Wi-Fi? Public Wi-Fi helps us keep connected while we are on the go but bit also poses risks to our information and privacy.  Don't risk your data! When you're using public Wi-Fi follow these tips from Stay Smart Online:  - Avoid sending or receiving sensitive information - Keep your anti-virus up to date - Use two-factor authentication wherever possible.  For more information visit http://ow.ly/KGYt30kmiZn   vp40485,,,0,1,0,34
2018-06-21 03:53:16,Eyewatch - Ballarat Police Service Area,103131960018479_683679321963737,https://www.facebook.com/103131960018479/posts/683679321963737/,Link,"Most vehicle and home crime happens at the front door! Why? …. because many people don’t lock their house or their car!  ""Wish I locked it . com""",,,2,1,2,
2018-06-21 05:54:41,Eyewatch - Geelong Police Service Area,118579511604215_1515366971925455,https://www.facebook.com/eyewatchgeelong/videos/1515366971925455/,Video,"Acting Sergeant Anne Elliott speaks with Acting Inspector Shane Madigan about some of the common themes discussed throughout the Community Safety Network project pop-ups this week.   If you can't make it to any of the pop-up events, have your say by completing the survey >> bit.ly/2LVDfK3",,,34,2,7,
2018-06-21 06:30:08,Eyewatch - Ballarat Police Service Area,103131960018479_683783418619994,https://www.facebook.com/103131960018479/posts/683783418619994/,Photo,Ballarat Police are seeking to identify the two males pictured below.  We believe they may be able to assist with our enquiries in relation to a theft in the Ballarat area in May 2018.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or https://www.crimestoppersvic.com.au/ Please reference Ballarat Eyewatch 38/2018,,,8,1,40,
2018-06-21 06:40:05,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1745529538871937,https://www.facebook.com/1091322447625986/posts/1745529538871937/,Photo,"Do you know what family violence is?  The Victorian Family Violence Protection Act 2008 defines family violence as behaviour by a family member that creates fear and control over their partner, ex-partner or other family members.  If you consider someone to be a part of your family and their actions are making you, or other family members, fearful - ask for advice and help.  For more information including links to support services visit http://ow.ly/3s1V30kmjHo  vp40485",,,21,0,5,32
2018-06-21 07:00:19,Eyewatch - Knox Police Service Area,597550253628752_1948703708513393,https://www.facebook.com/597550253628752/posts/1948703708513393/,Link,"Rowville Police Station’s Officer In Charge, Senior Sergeant Wayne Fielding, is warning that his staff are focusing on enforcement of Road Laws, in particular targeting vehicles that travel illegally in the Bus Lanes.   Special attention has been, and continues to be, given to vehicles traveling along Stud Road, using the Bus Lane to turn left into Wellington Road in the mornings.  For more information on Bus Lanes, please follow the link below; http://ow.ly/mUrT30kAQWU",,,68,40,22,120
2018-06-21 07:30:08,Eyewatch - Ballarat Police Service Area,103131960018479_683820485282954,https://www.facebook.com/103131960018479/posts/683820485282954/,Photo,Ballarat Police are seeking to identify the male pictured below (two images of same male).  We believe he may be able to assist with our enquiries in relation to a theft in the Ballarat area in May 2018.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or https://www.crimestoppersvic.com.au/ Please reference Ballarat Eyewatch 39/2018,,,9,0,13,
2018-06-21 20:23:55,Eyewatch - Geelong Police Service Area,118579511604215_1516296978499121,https://www.facebook.com/118579511604215/posts/1516296978499121/,Photo,(Post with no description),,,4,0,5,
2018-06-21 22:15:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_804748613047540,https://www.facebook.com/349554451900294/posts/804748613047540/,Photo,ON THE NOSE.  This male and female need to be identified.  This follows a theft of two perfumes valued almost $200 from a Shepparton retailer on the 16/6/18.    If you can assist please contact first Constable Deas at Shepparton Police on 0358205777.  This identity information can also be passed on via CrimeStoppers 1800 333 000 or use the below link;  https://www.crimestoppersvic.com.au/report-a-crime/,,,45,54,112,
2018-06-21 22:30:09,Eyewatch - Ballarat Police Service Area,103131960018479_684527558545580,https://www.facebook.com/103131960018479/posts/684527558545580/,Photo,Ballarat Police are seeking to identify the male pictured below.  We believe he may be able to assist with our enquiries in relation to a recent theft in the Ballarat area.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or https://www.crimestoppersvic.com.au/ Please reference Ballarat Eyewatch 40/2018,,,7,2,26,
